"","Region","År","Utbildning","Kön","Region_kod","Utbildningskod","Förvärvsgrad","Matchad_förvärvsgrad","Skillnad_förvärsgrad","Antal_personer","Könsskillnad_mf","Andel_män","Andel nya förvärvsarbetande","Andel jobbytare","Andel totalt jobbinflöde"
"4800","Riket","2010","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.1,12.2,18.3
"4801","Riket","2010","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.7,8.4,11.2
"4802","Riket","2010","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.9,8.1,10
"4803","Riket","2010","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2,8.1,10.1
"4804","Riket","2010","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.2,8.5,13.6
"4805","Riket","2010","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.6,11.1,16.8
"4806","Riket","2010","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.3,9.3,14.6
"4807","Riket","2010","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.2,9,16.2
"4808","Riket","2010","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,6,10.6,16.5
"4809","Riket","2010","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.1,10.4,16.5
"4810","Riket","2010","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.3,16.2,27.5
"4811","Riket","2010","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,4.5,11.8,16.3
"4812","Riket","2010","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.8,13.2,20
"4813","Riket","2010","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.4,14.6,23
"4814","Riket","2010","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,8.5,19,27.5
"4815","Riket","2010","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,8.4,16.5,24.9
"4816","Riket","2010","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,12.1,16.2,28.2
"4817","Riket","2010","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,6.6,16.3,22.9
"4818","Riket","2010","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7,16.3,23.3
"4819","Riket","2010","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.6,16.1,22.6
"4820","Riket","2010","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,12.6,16.9
"4821","Riket","2010","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,12.7,17
"4822","Riket","2010","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.9,6.5,11.4
"4823","Riket","2010","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.2,10.4,16.6
"4824","Riket","2010","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5,6.9,11.9
"4825","Riket","2011","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.2,10.3,16.5
"4826","Riket","2011","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,9.1,18.4,27.5
"4827","Riket","2011","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.7,11.6,18.3
"4828","Riket","2011","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.7,20.1,29.8
"4829","Riket","2011","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.6,15,19.6
"4830","Riket","2011","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.7,15.1,19.8
"4831","Riket","2011","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.7,13.4,21.1
"4832","Riket","2011","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,5.4,13.7,19.1
"4833","Riket","2011","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.5,13.7,19.1
"4834","Riket","2011","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.3,17.4,28.8
"4835","Riket","2011","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,5,13.7,18.7
"4836","Riket","2011","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,13.8,18.9
"4837","Riket","2011","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.6,9.8,12.4
"4838","Riket","2011","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,2,9,11
"4839","Riket","2011","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2,9.1,11.1
"4840","Riket","2011","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.8,9.7,14.4
"4841","Riket","2011","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.3,11.9,17.3
"4842","Riket","2011","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.9,10.4,15.4
"4843","Riket","2011","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.1,10,16.1
"4844","Riket","2011","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,5.1,11.3,16.5
"4845","Riket","2011","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.2,11.2,16.4
"4846","Riket","2011","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.2,18.4,28.5
"4847","Riket","2011","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,13.2,16.9
"4848","Riket","2011","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,14.9,20.9
"4849","Riket","2011","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.5,16.2,23.6
"4850","Riket","2011","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,7.7,20.7,28.4
"4851","Riket","2011","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.6,18.1,25.7
"4852","Riket","2011","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.8,19.9,30.7
"4853","Riket","2011","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,5.8,17.9,23.7
"4854","Riket","2011","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.2,18,24.2
"4855","Riket","2011","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.3,15.3,22.6
"4856","Riket","2011","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3.9,13.5,17.4
"4857","Riket","2011","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4,13.5,17.5
"4858","Riket","2011","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.4,7.3,11.7
"4859","Riket","2011","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.3,12,18.2
"4860","Riket","2011","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.6,7.7,12.4
"4861","Riket","2012","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6,10.3,16.3
"4862","Riket","2012","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,6.9,16.9,23.8
"4863","Riket","2012","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.2,11.4,17.6
"4864","Riket","2012","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,11.8,19,30.8
"4865","Riket","2012","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,13.8,17.2
"4866","Riket","2012","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,13.9,17.6
"4867","Riket","2012","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7,13.4,20.5
"4868","Riket","2012","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,4.1,12.3,16.4
"4869","Riket","2012","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,12.3,16.5
"4870","Riket","2012","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.2,18.9,29.1
"4871","Riket","2012","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,12.6,16
"4872","Riket","2012","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,12.7,16.3
"4873","Riket","2012","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,1.9,9.2,11.1
"4874","Riket","2012","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.6,8.3,9.9
"4875","Riket","2012","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.6,8.3,10
"4876","Riket","2012","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.5,9.4,14
"4877","Riket","2012","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,4.5,11.4,16
"4878","Riket","2012","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,10.1,14.6
"4879","Riket","2012","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5,9.9,14.9
"4880","Riket","2012","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,10.5,13.8
"4881","Riket","2012","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,10.4,14
"4882","Riket","2012","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10,17.3,27.4
"4883","Riket","2012","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.1,12.4,15.5
"4884","Riket","2012","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,14.2,19.7
"4885","Riket","2012","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.2,15.4,22.7
"4886","Riket","2012","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.3,19.1,25.4
"4887","Riket","2012","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.8,17,23.8
"4888","Riket","2012","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.3,18.7,27
"4889","Riket","2012","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,4.2,16.2,20.4
"4890","Riket","2012","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,16.4,20.8
"4891","Riket","2012","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.2,19,29.2
"4892","Riket","2012","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3,12.2,15.3
"4893","Riket","2012","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.1,12.3,15.5
"4894","Riket","2012","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.2,7.1,11.3
"4895","Riket","2012","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,5.8,12.2,18.1
"4896","Riket","2012","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.4,7.6,12
"4897","Riket","2013","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.5,10.2,15.7
"4898","Riket","2013","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,7.5,16,23.5
"4899","Riket","2013","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.8,11.2,17
"4900","Riket","2013","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.1,20.3,30.4
"4901","Riket","2013","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4,14,18.1
"4902","Riket","2013","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,14.2,18.4
"4903","Riket","2013","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6,13.7,19.7
"4904","Riket","2013","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,12.2,16.5
"4905","Riket","2013","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.4,12.2,16.6
"4906","Riket","2013","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.4,18.1,28.6
"4907","Riket","2013","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.8,12.2,16
"4908","Riket","2013","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.9,12.4,16.3
"4909","Riket","2013","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,1.8,8.3,10.2
"4910","Riket","2013","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.7,9.3
"4911","Riket","2013","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.8,9.4
"4912","Riket","2013","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.4,9.6,14
"4913","Riket","2013","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.1,11.3,16.4
"4914","Riket","2013","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.7,10.2,14.8
"4915","Riket","2013","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.1,10.2,15.3
"4916","Riket","2013","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,3.9,10,13.8
"4917","Riket","2013","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4,10,14
"4918","Riket","2013","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.1,17.6,26.7
"4919","Riket","2013","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.7,15.1
"4920","Riket","2013","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.5,13.9,19.4
"4921","Riket","2013","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.5,15.2,21.7
"4922","Riket","2013","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.4,18.8,25.2
"4923","Riket","2013","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.5,16.8,23.2
"4924","Riket","2013","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.2,19.7,29.9
"4925","Riket","2013","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,4.7,16.3,21
"4926","Riket","2013","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,16.6,21.7
"4927","Riket","2013","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.2,18.8,22.9
"4928","Riket","2013","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,11.7,15.2
"4929","Riket","2013","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.4,11.8,15.3
"4930","Riket","2013","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.1,7.6,11.8
"4931","Riket","2013","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6,11.8,17.8
"4932","Riket","2013","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,8.1,12.4
"4933","Riket","2014","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.7,10.2,15.9
"4934","Riket","2014","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,7.2,16,23.3
"4935","Riket","2014","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6,11.3,17.2
"4936","Riket","2014","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.7,21.5,32.1
"4937","Riket","2014","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.3,14.8,19.1
"4938","Riket","2014","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,14.9,19.5
"4939","Riket","2014","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.3,14.1,21.3
"4940","Riket","2014","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,4.5,12.1,16.6
"4941","Riket","2014","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.6,12.1,16.8
"4942","Riket","2014","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.8,17.8,28.6
"4943","Riket","2014","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,4,12.2,16.2
"4944","Riket","2014","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,12.3,16.5
"4945","Riket","2014","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,1.8,9.3,11.1
"4946","Riket","2014","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.6,7.9,9.5
"4947","Riket","2014","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.6,8,9.7
"4948","Riket","2014","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.8,9.9,14.6
"4949","Riket","2014","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.1,11.5,16.6
"4950","Riket","2014","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.9,10.4,15.3
"4951","Riket","2014","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.9,10.1,15
"4952","Riket","2014","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,4,10.1,14.1
"4953","Riket","2014","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.1,10.1,14.2
"4954","Riket","2014","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.9,18.1,27.1
"4955","Riket","2014","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.5,11.9,15.4
"4956","Riket","2014","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.5,14.3,19.8
"4957","Riket","2014","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.9,15.5,22.4
"4958","Riket","2014","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.1,18.7,24.8
"4959","Riket","2014","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.5,16.9,23.4
"4960","Riket","2014","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.2,20.9,31.1
"4961","Riket","2014","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,5.5,16.2,21.7
"4962","Riket","2014","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,16.5,22.4
"4963","Riket","2014","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.6,16.2,23.8
"4964","Riket","2014","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3.9,13.2,17
"4965","Riket","2014","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.9,13.2,17.1
"4966","Riket","2014","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.3,7.9,12.1
"4967","Riket","2014","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.2,12.3,18.5
"4968","Riket","2014","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,8.4,12.8
"4969","Riket","2015","Barn- och fritid","kvinnor","00","73B",80.2,46.7,33.5,68726,-20.1,17.1396879747293,5.8,10.9,16.6
"4970","Riket","2015","Barn- och fritid","män","00","73B",83.3,26.6,56.7,14216,-20.1,17.1396879747293,7.8,16.8,24.6
"4971","Riket","2015","Barn- och fritid","totalt","00","73B",80.7,43.3,37.4,82942,NA,17.1396879747293,6.1,12,18.1
"4972","Riket","2015","Bygg","kvinnor","00","53B",76.8,40.5,36.3,3090,26.1,96.6480810535222,9.9,20.3,30.2
"4973","Riket","2015","Bygg","män","00","53B",84.1,66.6,17.5,89096,26.1,96.6480810535222,4.4,15.1,19.5
"4974","Riket","2015","Bygg","totalt","00","53B",83.8,65.7,18.1,92186,NA,96.6480810535222,4.6,15.2,19.8
"4975","Riket","2015","Data-, el- och energiteknik","kvinnor","00","53E",72,35.1,36.9,4090,26.1,96.5635738831615,6.7,15.2,21.9
"4976","Riket","2015","Data-, el- och energiteknik","män","00","53E",84.8,61.2,23.6,114929,26.1,96.5635738831615,4.6,12.7,17.3
"4977","Riket","2015","Data-, el- och energiteknik","totalt","00","53E",84.4,60.3,24.1,119019,NA,96.5635738831615,4.6,12.8,17.4
"4978","Riket","2015","Fordon","kvinnor","00","53F",73.3,36.4,36.9,2221,23.6,97.0719681489196,10.3,19.3,29.6
"4979","Riket","2015","Fordon","män","00","53F",84.3,60,24.3,73632,23.6,97.0719681489196,4.1,13.1,17.1
"4980","Riket","2015","Fordon","totalt","00","53F",84,59.3,24.7,75853,NA,97.0719681489196,4.2,13.2,17.5
"4981","Riket","2015","Gymnasieingenjör","kvinnor","00","53A+55Q",86.7,39.1,47.6,8187,14.4,90.4932766668989,1.8,9.3,11.2
"4982","Riket","2015","Gymnasieingenjör","män","00","53A+55Q",86.2,53.5,32.7,77931,14.4,90.4932766668989,1.7,7.9,9.7
"4983","Riket","2015","Gymnasieingenjör","totalt","00","53A+55Q",86.2,52.1,34.1,86118,NA,90.4932766668989,1.7,8,9.8
"4984","Riket","2015","Handel- och administration","kvinnor","00","33H",74.7,41,33.7,138477,-4.5,31.8599181199071,4.7,10.6,15.2
"4985","Riket","2015","Handel- och administration","män","00","33H",75.5,36.5,39,64747,-4.5,31.8599181199071,5.4,12.2,17.6
"4986","Riket","2015","Handel- och administration","totalt","00","33H",75,39.6,35.4,203224,NA,31.8599181199071,4.9,11.1,16
"4987","Riket","2015","Industri","kvinnor","00","53I",67.7,24.8,42.9,19026,25.4,87.4118378743169,4.9,10.1,15
"4988","Riket","2015","Industri","män","00","53I",77.3,50.2,27.1,132116,25.4,87.4118378743169,4.1,10.8,14.9
"4989","Riket","2015","Industri","totalt","00","53I",76.1,47,29.1,151142,NA,87.4118378743169,4.2,10.7,14.9
"4990","Riket","2015","Naturbruk","kvinnor","00","63Z",75.3,26.1,49.2,20212,NA,55.3533166928056,8.9,18.7,27.6
"4991","Riket","2015","Naturbruk","män","00","63Z",NA,NA,NA,25059,NA,55.3533166928056,3.6,12.6,16.2
"4992","Riket","2015","Naturbruk","totalt","00","63Z",78.4,34.4,44,45271,NA,55.3533166928056,5.7,15,20.7
"4993","Riket","2015","Restaurang- och livsmedel","kvinnor","00","83R",76.2,42.7,33.5,49012,-3.40000000000001,41.6752942296479,6.5,16.1,22.6
"4994","Riket","2015","Restaurang- och livsmedel","män","00","83R",76.6,39.3,37.3,35021,-3.40000000000001,41.6752942296479,6.1,19.7,25.8
"4995","Riket","2015","Restaurang- och livsmedel","totalt","00","83R",76.3,41.3,35,84033,NA,41.6752942296479,6.3,17.7,24
"4996","Riket","2015","Transport","kvinnor","00","83T",70.1,37.2,32.9,3285,NA,90.8493272793114,10.4,21.9,32.2
"4997","Riket","2015","Transport","män","00","83T",NA,NA,NA,32614,NA,90.8493272793114,5.8,17.5,23.3
"4998","Riket","2015","Transport","totalt","00","83T",NA,NA,NA,35899,NA,90.8493272793114,6.1,17.8,24
"4999","Riket","2015","VVS- och fastighet","kvinnor","00","53R",82.9,36.3,46.6,369,26.5,98.2865103320176,10.3,15.2,25.4
"5000","Riket","2015","VVS- och fastighet","män","00","53R",86,62.8,23.2,21166,26.5,98.2865103320176,4.2,14.3,18.5
"5001","Riket","2015","VVS- och fastighet","totalt","00","53R",86,62.3,23.7,21535,NA,98.2865103320176,4.3,14.3,18.6
"5002","Riket","2015","Vård & omsorg","kvinnor","00","73OX",81.1,66.2,14.9,179356,-17.9,10.7437358481176,4.4,8.6,13
"5003","Riket","2015","Vård & omsorg","män","00","73OX",79.7,48.3,31.4,21589,-17.9,10.7437358481176,6.7,12.7,19.3
"5004","Riket","2015","Vård & omsorg","totalt","00","73OX",80.9,64.3,16.6,200945,NA,10.7437358481176,4.7,9,13.7
"5005","Riket","2016","Barn- och fritid","kvinnor","00","73B",83.9,47.6,36.3,76899,-20.6,17.864009228403,5.6,12,17.5
"5006","Riket","2016","Barn- och fritid","män","00","73B",87.1,27,60.1,16725,-20.6,17.864009228403,6.8,18.8,25.7
"5007","Riket","2016","Barn- och fritid","totalt","00","73B",84.5,43.9,40.6,93624,NA,17.864009228403,5.8,13.3,19.1
"5008","Riket","2016","Bygg","kvinnor","00","53B",81.4,42.6,38.8,3706,26.6,96.6432375638564,8.9,22.8,31.7
"5009","Riket","2016","Bygg","män","00","53B",87.3,69.2,18.1,106698,26.6,96.6432375638564,4,15.5,19.5
"5010","Riket","2016","Bygg","totalt","00","53B",87.1,68.3,18.8,110404,NA,96.6432375638564,4.1,15.8,19.9
"5011","Riket","2016","Data-, el- och energiteknik","kvinnor","00","53E",76,36.8,39.2,4669,25.8,96.5965666800306,6.1,16,22.2
"5012","Riket","2016","Data-, el- och energiteknik","män","00","53E",87.8,62.6,25.2,132516,25.8,96.5965666800306,4.1,13.5,17.6
"5013","Riket","2016","Data-, el- och energiteknik","totalt","00","53E",87.4,61.8,25.6,137185,NA,96.5965666800306,4.1,13.6,17.7
"5014","Riket","2016","Fordon","kvinnor","00","53F",79.7,37.8,41.9,2604,23.6,97.0339658746611,9.6,20.2,29.8
"5015","Riket","2016","Fordon","män","00","53F",87.2,61.4,25.8,85190,23.6,97.0339658746611,3.8,14,17.7
"5016","Riket","2016","Fordon","totalt","00","53F",87,60.7,26.3,87794,NA,97.0339658746611,4,14.1,18.1
"5017","Riket","2016","Gymnasieingenjör","kvinnor","00","53A+55Q",88.7,38.8,49.9,8895,15.6,90.5122024063487,1.8,10.2,12
"5018","Riket","2016","Gymnasieingenjör","män","00","53A+55Q",88.3,54.4,33.9,84857,15.6,90.5122024063487,1.7,8.5,10.2
"5019","Riket","2016","Gymnasieingenjör","totalt","00","53A+55Q",88.3,52.9,35.4,93752,NA,90.5122024063487,1.7,8.6,10.3
"5020","Riket","2016","Handel- och administration","kvinnor","00","33H",78.3,42.9,35.4,150705,-5,32.5786146640003,4.7,11.6,16.2
"5021","Riket","2016","Handel- och administration","män","00","33H",79,37.9,41.1,72822,-5,32.5786146640003,5.4,13.1,18.5
"5022","Riket","2016","Handel- och administration","totalt","00","33H",78.5,41.2,37.3,223527,NA,32.5786146640003,5,12.1,17
"5023","Riket","2016","Industri","kvinnor","00","53I",72.2,26.7,45.5,20544,25.1,87.857079528327,4.6,11.3,15.8
"5024","Riket","2016","Industri","män","00","53I",81.1,51.8,29.3,148641,25.1,87.857079528327,3.9,11.4,15.4
"5025","Riket","2016","Industri","totalt","00","53I",80,48.8,31.2,169185,NA,87.857079528327,4,11.4,15.4
"5026","Riket","2016","Naturbruk","kvinnor","00","63Z",80.8,28.2,52.6,24054,14.4,55.017391629577,8.3,19.7,28
"5027","Riket","2016","Naturbruk","män","00","63Z",84.5,42.6,41.9,29420,14.4,55.017391629577,3.5,13.2,16.7
"5028","Riket","2016","Naturbruk","totalt","00","63Z",82.8,36.2,46.6,53474,NA,55.017391629577,5.4,15.8,21.2
